Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Week,Order Day,Shipping Days,Profit Margin,Sales Bucket,Profit Bucket
9615,Us-2023-119004,2023-11-23,2023-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Tec-Ph-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992000000000004,1,0.2,2.0993999999999993,2023,November,4,47,Thursday,5,0.07499999999999996,Low,Low Profit
9616,Us-2023-119746,2023-11-23,2023-11-27,Standard Class,Cm-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,Tec-Ph-10004447,Technology,Phones,Toshiba Ipt2010-Sd Ip Telephone,222.38400000000001,2,0.2,16.678799999999995,2023,November,4,47,Thursday,4,0.07499999999999997,Medium,Low Profit
9617,Us-2023-168641,2023-11-24,2023-12-01,Standard Class,Ka-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Fur-Bo-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library In Landvery Oak,321.568,2,0.2,-16.078399999999988,2023,November,4,47,Friday,7,-0.04999999999999997,Medium,Loss
9618,Us-2023-166436,2023-11-24,2023-11-28,Standard Class,Ts-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,Fur-Ch-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408,2023,November,4,47,Friday,4,0.17777777777777778,High,High Profit
9619,Us-2023-137505,2023-11-24,2023-11-24,Same Day,Bp-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,West,Fur-Ta-10000617,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal",364.08000000000004,2,0.2,9.102000000000004,2023,November,4,47,Friday,0,0.02500000000000001,Medium,Low Profit
9620,Us-2023-137505,2023-11-24,2023-11-24,Same Day,Bp-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,West,Fur-Ta-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.08800000000001,2,0.2,-1.777200000000004,2023,November,4,47,Friday,0,-0.025000000000000053,Low,Loss
9621,Us-2023-103765,2023-11-24,2023-11-30,Standard Class,Jg-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,Off-Ap-10002311,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",13.761999999999997,1,0.8,-24.7716,2023,November,4,47,Friday,6,-1.8000000000000003,Low,Loss
9622,Us-2023-123701,2023-11-24,2023-11-27,First Class,Pg-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,Off-Ar-10001860,Office Supplies,Art,Bic Liqua Brite Liner,27.76,4,0.0,9.9936,2023,November,4,47,Friday,3,0.36,Low,Low Profit
9623,Us-2023-168641,2023-11-24,2023-12-01,Standard Class,Ka-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Off-Ar-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0.0,7.3709999999999996,2023,November,4,47,Friday,7,0.45,Low,Low Profit
9624,Us-2023-128118,2023-11-24,2023-12-01,Standard Class,My-17380,Maribeth Yedwab,Corporate,United States,Memphis,Tennessee,38109,South,Off-Bi-10000216,Office Supplies,Binders,"Mead 1St Gear 2"" Zipper Binder, Asst. Colors",11.673000000000002,3,0.7,-7.782,2023,November,4,47,Friday,7,-0.6666666666666665,Low,Loss
9625,Us-2023-146535,2023-11-24,2023-11-30,Standard Class,Fm-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,Off-Bi-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0.0,1.4112,2023,November,4,47,Friday,6,0.49000000000000005,Low,Low Profit
9626,Us-2023-128300,2023-11-24,2023-11-26,Second Class,Rs-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,Off-Bi-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,0.0,157.36319999999998,2023,November,4,47,Friday,2,0.48,Medium,High Profit
9627,Us-2023-169894,2023-11-24,2023-11-29,Second Class,Mv-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,Off-Bi-10004230,Office Supplies,Binders,Gbc Recycled Grain Textured Covers,20.724000000000004,2,0.7,-15.197599999999994,2023,November,4,47,Friday,5,-0.733333333333333,Low,Loss
9628,Us-2023-153654,2023-11-24,2023-11-26,Second Class,Md-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806,South,Off-Bi-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008000000000003,8,0.7,-12.671999999999997,2023,November,4,47,Friday,2,-0.6666666666666664,Low,Loss
9629,Us-2023-168641,2023-11-24,2023-12-01,Standard Class,Ka-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Off-En-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-Ray Mailers,167.96,2,0.0,78.9412,2023,November,4,47,Friday,7,0.47,Medium,Low Profit
9630,Us-2023-128118,2023-11-24,2023-12-01,Standard Class,My-17380,Maribeth Yedwab,Corporate,United States,Memphis,Tennessee,38109,South,Off-En-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",64.84800000000001,7,0.2,24.317999999999998,2023,November,4,47,Friday,7,0.3749999999999999,Low,Low Profit
9631,Us-2023-101945,2023-11-24,2023-11-28,Standard Class,Gt-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,Off-Fa-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707,2023,November,4,47,Friday,4,0.2375,Low,Low Profit
9632,Us-2023-131366,2023-11-24,2023-11-29,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Off-Pa-10000675,Office Supplies,Paper,Xerox 1919,229.544,7,0.2,83.2097,2023,November,4,47,Friday,5,0.3625,Medium,Low Profit
9633,Us-2023-166436,2023-11-24,2023-11-28,Standard Class,Ts-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,Off-Pa-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,0.0,2.8811999999999998,2023,November,4,47,Friday,4,0.49,Low,Low Profit
9634,Us-2023-168641,2023-11-24,2023-12-01,Standard Class,Ka-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Off-Pa-10001972,Office Supplies,Paper,Xerox 214,12.96,2,0.0,6.2208000000000006,2023,November,4,47,Friday,7,0.48000000000000004,Low,Low Profit
9635,Us-2023-162250,2023-11-24,2023-11-24,Same Day,Pr-18880,Patrick Ryan,Consumer,United States,San Francisco,California,94109,West,Off-Pa-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24Lb.",7.78,1,0.0,3.5009999999999994,2023,November,4,47,Friday,0,0.4499999999999999,Low,Low Profit
9636,Us-2023-169894,2023-11-24,2023-11-29,Second Class,Mv-17485,Mark Van Huff,Consumer,United States,Mesa,Arizona,85204,West,Off-St-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.87200000000007,8,0.2,-41.587199999999996,2023,November,4,47,Friday,5,-0.09999999999999998,Medium,Loss
9637,Us-2023-146535,2023-11-24,2023-11-30,Standard Class,Fm-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,Off-St-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,1443.96,12,0.0,375.42959999999994,2023,November,4,47,Friday,6,0.25999999999999995,Very High,High Profit
9638,Us-2023-105543,2023-11-24,2023-11-24,Same Day,Bg-11695,Brooke Gillingham,Corporate,United States,Garden City,Kansas,67846,Central,Off-St-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,7.989599999999999,2023,November,4,47,Friday,0,0.24,Low,Low Profit
9639,Us-2023-164028,2023-11-24,2023-11-30,Standard Class,Jl-15835,John Lee,Consumer,United States,San Francisco,California,94122,West,Tec-Ac-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,223.58,14,0.0,87.1962,2023,November,4,47,Friday,6,0.39,Medium,Low Profit
9640,Us-2023-128300,2023-11-24,2023-11-26,Second Class,Rs-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,Tec-Ph-10002807,Technology,Phones,Motorla Hx550 Universal Bluetooth Headset,79.1,2,0.0,39.55,2023,November,4,47,Friday,2,0.5,Low,Low Profit
9641,Us-2023-131366,2023-11-24,2023-11-29,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Tec-Ph-10003437,Technology,Phones,Blue Parrot B250Xt Professional Grade Wireless Bluetooth Headset With,89.98799999999999,2,0.4,-14.998000000000012,2023,November,4,47,Friday,5,-0.16666666666666682,Low,Loss
9642,Us-2023-133312,2023-11-25,2023-11-29,Standard Class,Bd-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,Fur-Bo-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.49899999999997,3,0.15,-29.60579999999998,2023,November,4,47,Saturday,4,-0.08235294117647055,Medium,Loss
9643,Us-2023-124765,2023-11-25,2023-11-30,Standard Class,Hz-14950,Henia Zydlo,Consumer,United States,Fort Lauderdale,Florida,33311,South,Fur-Bo-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library In Brianna Oak,723.92,5,0.2,-81.44099999999995,2023,November,4,47,Saturday,5,-0.11249999999999993,High,Loss
9644,Us-2023-109610,2023-11-25,2023-11-30,Second Class,Bs-11590,Brendan Sweed,Corporate,United States,Louisville,Kentucky,40214,South,Fur-Ch-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair With 2-To-1 Synchro Tilt And Mesh Fabric Seat,701.96,2,0.0,168.47040000000004,2023,November,4,47,Saturday,5,0.24000000000000005,High,High Profit
9645,Us-2023-150266,2023-11-25,2023-11-30,Standard Class,Ro-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,Fur-Ch-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,853.9299999999998,5,0.3,-24.39799999999991,2023,November,4,47,Saturday,5,-0.028571428571428473,High,Loss
9646,Us-2023-150266,2023-11-25,2023-11-30,Standard Class,Ro-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,Off-Ap-10002867,Office Supplies,Appliances,Fellowes Command Center 5-Outlet Power Strip,67.83999999999999,5,0.8,-179.776,2023,November,4,47,Saturday,5,-2.6500000000000004,Low,Loss
9647,Us-2023-150266,2023-11-25,2023-11-30,Standard Class,Ro-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,Off-Ar-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.688,4,0.2,3.7375999999999996,2023,November,4,47,Saturday,5,0.19999999999999998,Low,Low Profit
9648,Us-2023-101665,2023-11-25,2023-12-01,Standard Class,Tz-21580,Tracy Zic,Consumer,United States,San Francisco,California,94122,West,Off-Ar-10002335,Office Supplies,Art,Dixon Oriole Pencils,5.16,2,0.0,1.3416000000000001,2023,November,4,47,Saturday,6,0.26,Low,Low Profit
9649,Us-2023-161459,2023-11-25,2023-11-29,Second Class,Eb-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,Off-Pa-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0.0,15.335999999999999,2023,November,4,47,Saturday,4,0.44999999999999996,Low,Low Profit
9650,Us-2023-155159,2023-11-25,2023-11-29,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Atlanta,Georgia,30318,South,Off-Pa-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 Per Page",48.87,9,0.0,23.946299999999997,2023,November,4,47,Saturday,4,0.49,Low,Low Profit
9651,Us-2023-129000,2023-11-25,2023-11-27,Second Class,Sz-20035,Sam Zeldin,Home Office,United States,Canton,Michigan,48187,Central,Off-St-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81000000000006,3,0.0,0.0,2023,November,4,47,Saturday,2,0.0,High,Low Profit
9652,Us-2023-133312,2023-11-25,2023-11-29,Standard Class,Bd-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,Off-St-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10.48,1,0.0,2.8296,2023,November,4,47,Saturday,4,0.27,Low,Low Profit
9653,Us-2023-150266,2023-11-25,2023-11-30,Standard Class,Ro-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,Tec-Ph-10003437,Technology,Phones,Blue Parrot B250Xt Professional Grade Wireless Bluetooth Headset With,299.96,5,0.2,37.49499999999996,2023,November,4,47,Saturday,5,0.12499999999999988,Medium,Low Profit
9654,Us-2023-161459,2023-11-25,2023-11-29,Second Class,Eb-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,Tec-Ph-10004071,Technology,Phones,Payanywhere Card Reader,39.96000000000001,5,0.2,3.4964999999999993,2023,November,4,47,Saturday,4,0.08749999999999997,Low,Low Profit
9655,Us-2023-141439,2023-11-26,2023-12-01,Standard Class,Tt-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Fur-Ch-10004287,Furniture,Chairs,Safco Arco Folding Chair,828.5999999999999,3,0.0,240.29399999999995,2023,November,4,47,Sunday,5,0.29,High,High Profit
9656,Us-2023-135307,2023-11-26,2023-11-27,First Class,Ls-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Fur-Fu-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.30000000000001,3,0.0,40.416,2023,November,4,47,Sunday,1,0.31999999999999995,Medium,Low Profit
9657,Us-2023-141439,2023-11-26,2023-12-01,Standard Class,Tt-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Fur-Fu-10001473,Furniture,Furnishings,Dax Wood Document Frame,27.46,2,0.0,9.8856,2023,November,4,47,Sunday,5,0.36,Low,Low Profit
9658,Us-2023-100097,2023-11-26,2023-11-29,Second Class,Mn-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Fur-Fu-10003623,Furniture,Furnishings,"Dataproducts Ampli Magnifier Task Lamp, Black,",135.29999999999998,5,0.0,37.88399999999999,2023,November,4,47,Sunday,3,0.27999999999999997,Medium,Low Profit
9659,Us-2023-141439,2023-11-26,2023-12-01,Standard Class,Tt-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Fur-Ta-10001039,Furniture,Tables,Ki Adjustable-Height Table,257.94,3,0.0,67.0644,2023,November,4,47,Sunday,5,0.26,Medium,Low Profit
9660,Us-2023-155607,2023-11-26,2023-11-30,Standard Class,Fg-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,Off-Ap-10001962,Office Supplies,Appliances,Black & Decker Filter For Double Action Dustbuster Cordless Vac Bldv7210,58.730000000000004,7,0.0,14.682500000000001,2023,November,4,47,Sunday,4,0.25,Low,Low Profit
9661,Us-2023-155957,2023-11-26,2023-11-30,Standard Class,Cc-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,Off-Ap-10002082,Office Supplies,Appliances,Holmes Hepa Air Purifier,52.272000000000006,3,0.2,9.800999999999998,2023,November,4,47,Sunday,4,0.18749999999999994,Low,Low Profit
9662,Us-2023-155957,2023-11-26,2023-11-30,Standard Class,Cc-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,Off-Ap-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.13600000000002,7,0.2,23.977799999999988,2023,November,4,47,Sunday,4,0.11249999999999993,Medium,Low Profit
9663,Us-2023-165029,2023-11-26,2023-11-30,Standard Class,Ah-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,Off-Ar-10003504,Office Supplies,Art,Newell 347,12.84,3,0.0,3.723599999999999,2023,November,4,47,Sunday,4,0.2899999999999999,Low,Low Profit
9664,Us-2023-130526,2023-11-26,2023-11-29,First Class,Gt-14755,Guy Thornton,Consumer,United States,Rockford,Illinois,61107,Central,Off-Bi-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,33.56799999999999,8,0.8,-53.708800000000025,2023,November,4,47,Sunday,3,-1.6000000000000012,Low,Loss
9665,Us-2023-155607,2023-11-26,2023-11-30,Standard Class,Fg-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,Off-Bi-10003364,Office Supplies,Binders,Binding Machine Supplies,93.34400000000001,4,0.2,32.6704,2023,November,4,47,Sunday,4,0.35,Low,Low Profit
9666,Us-2023-135307,2023-11-26,2023-11-27,First Class,Ls-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Tec-Ac-10002399,Technology,Accessories,Sandisk Cruzer 32 Gb Usb Flash Drive,38.04,2,0.0,12.172799999999999,2023,November,4,47,Sunday,1,0.31999999999999995,Low,Low Profit
9667,Us-2023-141439,2023-11-26,2023-12-01,Standard Class,Tt-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Tec-Ph-10001819,Technology,Phones,Innergie Mmini Combo Duo Usb Travel Charging Kit,89.98,2,0.0,43.1904,2023,November,4,47,Sunday,5,0.4799999999999999,Low,Low Profit
9668,Us-2023-100097,2023-11-26,2023-11-29,Second Class,Mn-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Tec-Ph-10002310,Technology,Phones,Plantronics Calisto P620-M Usb Wireless Speakerphone System,979.95,5,0.0,264.58650000000006,2023,November,4,47,Sunday,3,0.2700000000000001,High,High Profit
9669,Us-2023-141439,2023-11-26,2023-12-01,Standard Class,Tt-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Tec-Ph-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,4,0.0,545.1883999999998,2023,November,4,47,Sunday,5,0.28999999999999987,Very High,High Profit
9670,Us-2023-122700,2023-11-26,2023-11-30,Standard Class,Lt-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,Tec-Ph-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-40.47120000000001,2023,November,4,47,Sunday,4,-0.18333333333333338,Medium,Loss
9671,Us-2023-107125,2023-11-27,2023-12-02,Standard Class,Bd-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,Fur-Fu-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0287999999999995,2023,November,4,48,Monday,5,0.31999999999999995,Low,Low Profit
9672,Us-2023-102519,2023-11-27,2023-11-29,First Class,Bm-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Fur-Fu-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0.0,19.2454,2023,November,4,48,Monday,2,0.41000000000000003,Low,Low Profit
9673,Us-2023-132185,2023-11-27,2023-12-02,Standard Class,Db-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,Off-Ap-10001205,Office Supplies,Appliances,Belkin 5 Outlet Surgemaster Power Centers,43.584,1,0.2,4.358400000000003,2023,November,4,48,Monday,5,0.10000000000000006,Low,Low Profit
9674,Us-2023-132185,2023-11-27,2023-12-02,Standard Class,Db-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,Off-Ar-10000422,Office Supplies,Art,Pencil And Crayon Sharpener,8.76,5,0.2,0.7664999999999997,2023,November,4,48,Monday,5,0.08749999999999997,Low,Low Profit
9675,Us-2023-103352,2023-11-27,2023-11-30,Second Class,Rp-19390,Resi Pölking,Consumer,United States,New York City,New York,10011,East,Off-Ar-10001573,Office Supplies,Art,American Pencil,6.99,3,0.0,2.027099999999999,2023,November,4,48,Monday,3,0.28999999999999987,Low,Low Profit
9676,Us-2023-103352,2023-11-27,2023-11-30,Second Class,Rp-19390,Resi Pölking,Consumer,United States,New York City,New York,10011,East,Off-Bi-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",107.424,6,0.2,36.255599999999994,2023,November,4,48,Monday,3,0.3374999999999999,Medium,Low Profit
9677,Us-2023-107125,2023-11-27,2023-12-02,Standard Class,Bd-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,Off-Bi-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers By Gbc,117.48800000000001,7,0.2,41.12079999999999,2023,November,4,48,Monday,5,0.34999999999999987,Medium,Low Profit
9678,Us-2023-159506,2023-11-27,2023-12-02,Standard Class,Jr-16210,Justin Ritter,Corporate,United States,Columbus,Indiana,47201,Central,Off-Bi-10004519,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,497.93999999999994,3,0.0,224.07299999999998,2023,November,4,48,Monday,5,0.45,Medium,High Profit
9679,Us-2023-101245,2023-11-27,2023-12-03,Standard Class,Lw-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Off-Pa-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.54999999999998,5,0.0,114.93849999999998,2023,November,4,48,Monday,6,0.4699999999999999,Medium,High Profit
9680,Us-2023-159506,2023-11-27,2023-12-02,Standard Class,Jr-16210,Justin Ritter,Corporate,United States,Columbus,Indiana,47201,Central,Off-Pa-10003641,Office Supplies,Paper,Xerox 1909,158.28,6,0.0,72.80879999999999,2023,November,4,48,Monday,5,0.45999999999999996,Medium,Low Profit
9681,Us-2023-101245,2023-11-27,2023-12-03,Standard Class,Lw-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Tec-Ac-10001284,Technology,Accessories,Enermax Briskie Rf Wireless Keyboard And Mouse Combo,166.16,8,0.0,59.8176,2023,November,4,48,Monday,6,0.36,Medium,Low Profit
9682,Us-2023-102519,2023-11-27,2023-11-29,First Class,Bm-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Tec-Ac-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,143.73000000000002,9,0.0,56.05470000000001,2023,November,4,48,Monday,2,0.39,Medium,Low Profit
9683,Us-2023-133207,2023-11-27,2023-12-03,Standard Class,Do-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036,West,Tec-Ph-10004100,Technology,Phones,Griffin Gc17055 Auxiliary Audio Cable,57.568,4,0.2,5.756800000000002,2023,November,4,48,Monday,6,0.10000000000000003,Low,Low Profit
9684,Us-2023-110576,2023-11-28,2023-12-02,Standard Class,Rb-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Fur-Fu-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp With Clamp-Mount Base,1007.2320000000001,6,0.2,75.54240000000001,2023,November,4,48,Tuesday,4,0.07500000000000001,Very High,Low Profit
9685,Us-2023-117702,2023-11-28,2023-12-04,Standard Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Fur-Fu-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp With Clamp-Mount Base,1049.2,5,0.0,272.79200000000003,2023,November,4,48,Tuesday,6,0.26,Very High,High Profit
9686,Us-2023-110576,2023-11-28,2023-12-02,Standard Class,Rb-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Fur-Fu-10003601,Furniture,Furnishings,"Deflect-O Rollamat Studded, Beveled Mat For Medium Pile Carpeting",516.488,7,0.2,-12.912200000000027,2023,November,4,48,Tuesday,4,-0.02500000000000005,High,Loss
9687,Us-2023-117702,2023-11-28,2023-12-04,Standard Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Fur-Fu-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,5,0.0,7.523999999999999,2023,November,4,48,Tuesday,6,0.36,Low,Low Profit
9688,Us-2023-110576,2023-11-28,2023-12-02,Standard Class,Rb-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Fur-Ta-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table With Drawer",2065.32,12,0.4,-619.5960000000001,2023,November,4,48,Tuesday,4,-0.30000000000000004,Very High,Loss
9689,Us-2023-117702,2023-11-28,2023-12-04,Standard Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Off-Ar-10004582,Office Supplies,Art,Bic Brite Liner Grip Highlighters,1.64,1,0.0,0.7379999999999999,2023,November,4,48,Tuesday,6,0.44999999999999996,Low,Low Profit
9690,Us-2023-123372,2023-11-28,2023-12-02,Standard Class,Dg-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,Off-En-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 X 13",79.96,2,0.0,35.98199999999999,2023,November,4,48,Tuesday,4,0.44999999999999996,Low,Low Profit
9691,Us-2023-131303,2023-11-28,2023-12-02,Standard Class,Ep-13915,Emily Phan,Consumer,United States,San Diego,California,92037,West,Off-La-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,62.65,5,0.0,29.445499999999996,2023,November,4,48,Tuesday,4,0.4699999999999999,Low,Low Profit
9692,Us-2023-110576,2023-11-28,2023-12-02,Standard Class,Rb-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Pa-10000788,Office Supplies,Paper,Xerox 210,15.552000000000003,3,0.2,5.4432,2023,November,4,48,Tuesday,4,0.3499999999999999,Low,Low Profit
9693,Us-2023-110576,2023-11-28,2023-12-02,Standard Class,Rb-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Pa-10002479,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),25.344,6,0.2,7.92,2023,November,4,48,Tuesday,4,0.3125,Low,Low Profit
9694,Us-2023-121538,2023-11-28,2023-12-01,First Class,Rh-19495,Rick Hansen,Consumer,United States,Denver,Colorado,80219,West,Off-Pa-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.068799999999996,2023,November,4,48,Tuesday,3,0.35,Low,Low Profit
9695,Us-2023-123372,2023-11-28,2023-12-02,Standard Class,Dg-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,Tec-Ph-10002834,Technology,Phones,Google Nexus 5,1979.89,11,0.0,494.9725,2023,November,4,48,Tuesday,4,0.25,Very High,High Profit
9696,Us-2023-108035,2023-11-29,2023-12-03,Standard Class,Tt-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Fur-Ch-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,2,0.2,48.79599999999998,2023,November,4,48,Wednesday,4,0.12499999999999994,Medium,Low Profit
9697,Us-2023-108035,2023-11-29,2023-12-03,Standard Class,Tt-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Fur-Fu-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52000000000001,5,0.2,19.03499999999999,2023,November,4,48,Wednesday,4,0.1874999999999999,Medium,Low Profit
